sentence_index,entity_raw,entity_normalised,category,sentence_text,session
649,Alan Layton,Alan Layton,Individual,"This is a letter written to an MP, Betty Williams, in relation to a letter that she wrote as a constituency MP to Alan Layton, the then chairman of the Post Office, and it's the 29th of October.",Day117
649,the Post Office,Post Office,Organisation,"This is a letter written to an MP, Betty Williams, in relation to a letter that she wrote as a constituency MP to Alan Layton, the then chairman of the Post Office, and it's the 29th of October.",Day117
650,Dave Barrett,Dave Barrett,Individual,"If we just go to the second page, scroll down, we can see here it's written by Dave Barrett, Head of Commercial Urban Area for Wales, the Marches and Merseyside.",Day117
652,Bates,Alan Bates,Individual,"Briefly, we've given notice to Mr Bates, the present subpostmaster, that we're withdrawing from our contract with him, and then this: this is because we've lost confidence in his willingness to conduct the job in the manner expected.",Day117
656,Horizon Integrity,Horizon Integrity,Organisation,This is a presentation on Horizon Integrity prepared by Dave Smith.,Day117
656,Dave Smith,Dave Smith,Individual,This is a presentation on Horizon Integrity prepared by Dave Smith.,Day117
657,Horizon,Horizon,Technical System,It's undated and it seeks to tell a story about the integrity of Horizon.,Day117
660,Smith,Smith,Individual,"Mr Smith says, of the cases I'm aware, Bates had discrepancies was dismissed because he became unmanageable.",Day117
660,Bates,Alan Bates,Individual,"Mr Smith says, of the cases I'm aware, Bates had discrepancies was dismissed because he became unmanageable.",Day117
663,Smith,Smith,Individual,"And then Mr. Smith says of you that you, quote, clearly struggled with accounting and despite copious support did not follow instructions.",Day117
667,the Post Office,Post Office,Organisation,No. Did you seek to follow the instructions that you had been given by the Post Office?,Day117
682,GLO,GLO,Organisation,You say this is your High Court statement for the GLO common issues trial.,Day117
683,Horizon,Horizon,Technical System,"I've little doubt that the reason for my termination is that I had not only uncovered limitations and potential errors with the Horizon system, but that I continued to question the Post Office on the contractual relationship between subpostmasters and the Post Office.",Day117
683,the Post Office,Post Office,Organisation,"I've little doubt that the reason for my termination is that I had not only uncovered limitations and potential errors with the Horizon system, but that I continued to question the Post Office on the contractual relationship between subpostmasters and the Post Office.",Day117
689,Bates,Alan Bates,Individual,"Mr Bates, thank you.",Day117
696,Bates,Alan Bates,Individual,"If we continue Please, Mr Bates, with August 2003.",Day117
699,the Royal Mail Group PLC,the Royal Mail Group PLC,Organisation,I think one of the first things you did was to write to the chairman of the Royal Mail Group PLC; is that right?,Day117
703,Alan Layton,Alan Layton,Individual,"We'll see that this is dated 7 August 2003, to Mr Alan Layton, Chairman of Royal Mail Group PLC.",Day117
703,Royal Mail Group PLC,Royal Mail Group PLC,Organisation,"We'll see that this is dated 7 August 2003, to Mr Alan Layton, Chairman of Royal Mail Group PLC.",Day117
704,Royal Mail Group PLC,Royal Mail Group PLC,Organisation,"We'll look at the detail in a moment, but can I ask you in general terms what the purpose was in writing to the chairman of Royal Mail Group PLC.",Day117
705,Post Office's,Post Office,Organisation,By this time you'd received Post Office's decision to terminate your contract.,Day117
710,Horizon,Horizon,Technical System,Horizon had only been rolled out for 3 years or so.,Day117
716,Post Office Limited,Post Office Limited,Organisation,That first paragraph: I'm writing to you with regard to a letter I've just received from Post Office Limited giving me formal notification of their decision to terminate my subpostmaster contract.,Day117
717,Post Office Limited,Post Office Limited,Organisation,"As chairman of the group responsible for Post Office Limited, I thought important that you should be aware of what is being undertaken in your name.",Day117
727,Post Office,Post Office,Organisation,"In reality, this matter should never have reached this stage, but the extremely poor handling by Post Office management in the past has led to the situation which could result in us not only losing our business but something else.",Day117
728,the Post Office,Post Office,Organisation,"Unlike the Post Office, I do not have endless funds to fight this injustice through the courts.",Day117
730,Post Office,Post Office,Organisation,"Well, I suppose realistically I have been speaking with lawyers at that time and I was being advised that you probably wouldn't be able to afford to take Post Office on.",Day117
733,Royal Mail Group,Royal Mail Group,Organisation,I do realise it is imperative for as many people as possible to have an opportunity to see in detail the management style applied by Royal Mail Group to the very public face of the local post office.,Day117
734,Stalinistic,Stalinistic,Organisation,It is again trying to use what seems to be so often described in its outdated Stalinistic management approach in order to bludgeon its will onto the poor subpostmaster.,Day117
736,the Post Office,Post Office,Organisation,"Whilst I appreciate that principles can be expensive, I cannot agree to any position which would leave me and every other sub-postmaster liable for claims of millions of pounds from the Post Office without any redress or access to data to check such claims.",Day117
740,www.postofficevictims.org.uk,www.postofficevictims.org.uk,Organisation,"To that end, these documents enclosed and others will shortly be available online once the hoarding at the— for the front of our building advertising our website, www.postofficevictims.org.uk, is ready in a week or so.",Day117
748,Leighton,Leighton,Individual,"Now, I don't think you got a reply from Mr. Leighton, did you?",Day117
753,Alan Layton,Alan Layton,Individual,"Thank you for your letter dated the 7th of August addressed to Alan Layton, which has been forwarded to me for reply.",Day117
755,Rhea McQueen,Rhea McQueen,Organisation,"You can see, you can see that it's from somebody in the operations department, Rhea McQueen, a case liaison manager.",Day117
756,Next,Next,Organisation,"Go back to the first Next page, please.",Day117
760,Quote,Quote,Individual,"Although I regret that the situation has reached the point of termination of your contract, Quote, I am confident that the various teams concerned in the events have worked hard to provide support and assistance to you in a consistent and sympathetic manner.",Day117
762,Post Office's,Post Office,Organisation,"No, but this is Post Office's view, it's not mine.",Day117
766,Horizon,Horizon,Technical System,"And also to provide extra training on the Horizon system, did you get additional training on the Horizon system?",Day117
769,Horizon,Horizon,Technical System,"The Horizon system at the branch has been reviewed and interrogated in response to your complaints, and the reports from the Horizon field support team and the NBSC have confirmed that there's nothing inherently wrong with the Horizon system installed at the branch.",Day117
769,NBSC,NBSC,Organisation,"The Horizon system at the branch has been reviewed and interrogated in response to your complaints, and the reports from the Horizon field support team and the NBSC have confirmed that there's nothing inherently wrong with the Horizon system installed at the branch.",Day117
785,the Post Office Limited's,the Post Office Limited's,Organisation,I feel you should be aware that use of the Post Office Limited's imagery on your website may constitute trademark infringement.,Day117
786,the Post Office,Post Office,Organisation,"You say in your witness statement that despite you having sent the Chairman a full clip of the relevant correspondence with notes about each item within it, to quote your witness statement, predictably the response of the Post Office was to ignore the content and predictably to fail to investigate the real issues.",Day117
787,the Post Office,Post Office,Organisation,Why in your view was it the predictable response of the Post Office?,Day117
789,Post Office,Post Office,Organisation,"I mean, it was constantly— Post Office was in the right and you were always in the wrong, and it was— it just seemed to be their nature.",Day117
790,the Post Office's,Post Office,Organisation,You tell us in your witness statement that this reply was the usual box-ticking exercise written entirely from the Post Office's perspective.,Day117
796,Horizon,Horizon,Technical System,"We asked you a question, what data you believe you needed to access in order to determine the cause of discrepancies in the Horizon-generated branch accounts, and you say, I required access to all data, even in a read-only format, held on the system in relation to all input by me and my staff, which happened at the branch.",Day117
797,Horizon,Horizon,Technical System,"In respect of verifying information regarding those transactions or the accounts that they ultimately formed a part of, I could only check transaction logs that were available on Horizon for limited periods of time or use the limited range of information and reports I had access to and which could be printed from Horizon terminals, comparing them to stock in the branch.",Day117
798,Post Office,Post Office,Organisation,"I had no real way of checking information held in Horizon that came from Post Office itself or from its clients such as Camelot, or indeed the way in which those had been reconciled with transactions in the branch.",Day117
801,Horizon,Horizon,Technical System,"Whilst the position as stated in the letter— that's the letter we've just read— is that they'd reviewed and interrogated and concluded there was nothing inherently wrong with the Horizon system, I'd seen no evidence of the apparent review and interrogation they'd claimed to carry out.",Day117
813,Williams,Williams,Individual,"That's Miss Williams, is that right?",Day117
815,Post Office,Post Office,Organisation,"On the 27th of October 2003, and she in turn raised it with Post Office and with the Minister.",Day117
819,Post Office,Post Office,Organisation,"And then she wrote again to Post Office and your MP, as a result of which Post Office wrote this letter on the 19th of January 2004.",Day117
821,Richard Barker,Richard Barker,Individual,"We can see that it's written by Richard Barker, the then General Manager of the Commercial Network.",Day117
821,the Commercial Network,the Commercial Network,Organisation,"We can see that it's written by Richard Barker, the then General Manager of the Commercial Network.",Day117
823,Betty Williams,Betty Williams,Individual,"He says to Betty Williams MP, I promised to write to you once a comprehensive review had been undertaken of the issues raised by you.",Day117
824,Post Office,Post Office,Organisation,That review has been completed by a senior manager within Post Office with considerable experience in the handling of disputes and subsequent appeals.,Day117
826,Bates,Alan Bates,Individual,No evidence was found which in any way substantiates the various claims being made by Mr Bates.,Day117
827,Barker,Barker,Individual,"And Mr Barker goes as far as saying, that the decision to terminate your contract was not only correct, it was the only sensible option.",Day117
833,Alan Layton,Alan Layton,Individual,"So we've seen you write to your MP, we've seen you write directly to Alan Layton and the reply, we've seen your MP write to Post Office and we've seen this reply trying to ask questions.",Day117
833,Post Office,Post Office,Organisation,"So we've seen you write to your MP, we've seen you write directly to Alan Layton and the reply, we've seen your MP write to Post Office and we've seen this reply trying to ask questions.",Day117
834,the Post Office,Post Office,Organisation,It suggested in some parts of your witness statement that they were being shut down or fobbed off by the Post Office.,Day117
840,Sandy Stephen,Sandy Stephen,Individual,"I just want to look at what the author, Sandy Stephen, says.",Day117
841,Horizon,Horizon,Technical System,"They say, I've reviewed— if we scroll to the top paragraph, please— all the files from the date of Horizon installation until the termination of Bates' contract and read all the subsequent correspondence.",Day117
841,Bates,Alan Bates,Individual,"They say, I've reviewed— if we scroll to the top paragraph, please— all the files from the date of Horizon installation until the termination of Bates' contract and read all the subsequent correspondence.",Day117
843,Bates,Alan Bates,Individual,Bates' assertions against the Horizon system.,Day117
843,Horizon,Horizon,Technical System,Bates' assertions against the Horizon system.,Day117
845,Bates,Alan Bates,Individual,Eventually it was decided to write off the debt and a clear signal was given to Bates that all future losses would be recovered.,Day117
846,Bates,Alan Bates,Individual,Significantly further training and support was given to Bates at that time.,Day117
852,Bates,Alan Bates,Individual,Later it transpires and Bates admitted that he continued to roll over losses.,Day117
856,Horizon,Horizon,Technical System,"Expired, and you admitted that you continue to roll over losses and had done so since the introduction of Horizon.",Day117
858,Mr Wakely,Mr Wakely,Organisation,"That's true, we've seen that from Mr Wakely.",Day117
864,Retail Line,Retail Line,Individual,"From the evidence contained in the files, it's clear that Retail Line conducted themselves correctly and acted in accordance with the rules.",Day117
865,Bates,Alan Bates,Individual,And then this: leaving aside the anecdotal evidence on file which demonstrates Bates' unsuitability as a postmaster.,Day117
869,Mike Wakely,Mike Wakely,Individual,"If— I mean, I have records of that time which were statements from the retail network manager, or my current retail network manager at that time, which was Mike Wakely, to say how well the office was doing and, and well done for all the hard work.",Day117
873,Post Office,Post Office,Organisation,They point out Post Office has an absolute right to terminate a contract with 3 months' notice.,Day117
881,Post Office,Post Office,Organisation,"When I went into Post Office, it was sold to me at the time as you were in partnership with the business, but you very soon learned that this was a very one-sided partnership.",Day117
885,the Post Office,Post Office,Organisation,"This is part of a slew of correspondence that I'm not going to investigate in detail over whether you would continue to provide a service within the Post Office as an interim measure, and the arrangements that were being made for the Post Office to come into the branch and take away what they say belonged to them.",Day117
886,Post Office,Post Office,Organisation,"You say, at no time did Post Office ever ask me if I would continue providing a service as an interim measure.",Day117
889,Horizon,Horizon,Technical System,It seems your organisation will do every— anything and everything to try and keep the failures of Horizon hidden.,Day117
892,the Post Office,Post Office,Organisation,"In relation to the penultimate paragraph there, that the Post Office would do anything and everything to try and keep the failures of Horizon hidden.",Day117
892,Horizon,Horizon,Technical System,"In relation to the penultimate paragraph there, that the Post Office would do anything and everything to try and keep the failures of Horizon hidden.",Day117
893,Horizon,Horizon,Technical System,Why do you think that they were— why did you think that they were trying to keep the failures of Horizon hidden?,Day117
895,Horizon,Horizon,Technical System,"First off, I think their field personnel didn't understand it to any great depth, and they just seem to follow the corporate mantra that Horizon is robust and that's it, and everyone else is wrong.",Day117
903,the Post Office,Post Office,Organisation,You heard of stories of where people were literally taking their computers and the whole systems and leaving them on the pavement outside and telling the Post Office to come and collect it.,Day117
909,Sandy Stephen,Sandy Stephen,Individual,"In the clip of materials that identified or led to the Sandy Stephen comprehensive review that we saw, the 5 paragraphs on the one page, in that clip of material is a note from Mike Wakely, your retail line manager, contributing to that document, and he said that at this time Alan believes his actions are now a matter of principle.",Day117
909,Mike Wakely,Mike Wakely,Individual,"In the clip of materials that identified or led to the Sandy Stephen comprehensive review that we saw, the 5 paragraphs on the one page, in that clip of material is a note from Mike Wakely, your retail line manager, contributing to that document, and he said that at this time Alan believes his actions are now a matter of principle.",Day117
909,Alan,Alan,Individual,"In the clip of materials that identified or led to the Sandy Stephen comprehensive review that we saw, the 5 paragraphs on the one page, in that clip of material is a note from Mike Wakely, your retail line manager, contributing to that document, and he said that at this time Alan believes his actions are now a matter of principle.",Day117
914,www.postofficevictims.org.uk,www.postofficevictims.org.uk,Organisation,"I think one of the first things that you did after termination of your contract was to set up the website, www.postofficevictims.org.uk.",Day117
917,Post Office,Post Office,Organisation,"Unfortunately, the local paper printed my letter in full to explain what had happened with Post Office.",Day117
921,Post Office,Post Office,Organisation,"I suppose it was like a seed, I wouldn't say organisation, it was what I set up initially there to try and attract and draw other cases and also as a warning to others about getting involved with Post Office, this is the type of organisation you are planning to get involved with.",Day117
927,the Post Office,Post Office,Organisation,I wanted to create a body of former and current subpostmasters and branch assistants which could provide a community for all those going through the same experiences with the Post Office.,Day117
928,the Post Office,Post Office,Organisation,"I knew that I was not alone in my dealings with the Post Office, and the JFSA was set up in order to ensure that other people in the same situation as myself knew that they too were not on their own.",Day117
929,Post Office,Post Office,Organisation,"As mentioned above, there was a complete lack of support from Post Office, and I believe those in similar circumstances required support.",Day117
936,Post Office,Post Office,Organisation,"I mean, they were just another department of Post Office, as I believe it still is these days as well.",Day117
937,the Post Office,Post Office,Organisation,But why do you think they're just another department of the Post Office?,Day117
938,Post Office,Post Office,Organisation,"Well, at one time, I believe they had an office in in Post Office headquarters, but ignoring that, it depends which bit we're going.",Day117
939,Federation,Federation,Organisation,"If you go right back to the early days, the 2002s, 2003s, and when I was going to these Federation meetings, I know I attended one meeting where a subpostmaster at the back of the meeting group, he started saying, I've just had my post office taken off me.",Day117
940,Horizon,Horizon,Technical System,"I'd had problems with Horizon, all the rest.",Day117
941,Federation,Federation,Organisation,And the Federation exec— the Federation exec people who were there escorted him out the back of the place.,Day117
943,Federation,Federation,Organisation,"I know perfectly well when my contract was terminated, I went to a Federation meeting to try— well, a local branch one.",Day117
944,the National Executive Federation,the National Executive Federation,Organisation,"I went to a Federation meeting where I tried to speak on behalf of that, and there was one of the National Executive Federation members at that meeting, and he stopped— tried to stop me speaking.",Day117
945,Noel Thomas,Noel Thomas,Individual,"He refused to say this, that I should be allowed to talk about such things at the meeting, and if it hadn't been for the local chairman, who was Noel Thomas at that time, If it hadn't been for him talking and moving this chap out the way, I'd never have been able to get over what had happened to me and explain to the others.",Day117
946,Federation,Federation,Organisation,So there was an awful lot of pressure from the Federation to support Post Office.,Day117
946,Post Office,Post Office,Organisation,So there was an awful lot of pressure from the Federation to support Post Office.,Day117
947,Post Office's,Post Office,Organisation,"In fact, there is— I don't know if you're going to show it— there is correspondence from the Federation where they actually support Post Office's position in terminating my contract.",Day117
952,POL0021,POL0021,Organisation,"I think, if I can cover drive it back, it's POL0021",Day117
955,Colin Baker,Colin Baker,Individual,"A letter to you from Colin Baker, the General Secretary of the NFSP.",Day117
958,Betty Williams,Betty Williams,Individual,"You had written a couple of letters to him, I'm not going to show now, of December 2003 and January 2004, and he notes that Betty Williams has written to Alan Layton, we've seen that.",Day117
958,Alan Layton,Alan Layton,Individual,"You had written a couple of letters to him, I'm not going to show now, of December 2003 and January 2004, and he notes that Betty Williams has written to Alan Layton, we've seen that.",Day117
959,the Royal Mail Group,the Royal Mail Group,Organisation,"He says, I can go no higher within the Royal Mail Group than Alan Layton.",Day117
959,Alan Layton,Alan Layton,Individual,"He says, I can go no higher within the Royal Mail Group than Alan Layton.",Day117
960,Parliament,Parliament,Organisation,"I'm sure that your Member of Parliament will have had as much, if not more, success than I would.",Day117
963,Post Office,Post Office,Organisation,We're not in a position to provide information regarding other subpostmasters' dealings with Post Office.,Day117
964,Horizon,Horizon,Technical System,"We're aware there are some disputes around the time that offices migrated from the manual system to the Horizon system, but we are now of the view that Horizon works well and there are no real problems with post offices which are operating the— or operated by the Horizon system.",Day117
966,Horizon,Horizon,Technical System,"Horizon works well, there are no problems with post— in post offices with it?",Day117
968,Federation,Federation,Organisation,"I mean, the Federation always seemed to try and manage any of the problems around Horizon.",Day117
970,Horizon,Horizon,Technical System,"And there were a whole host people raising queries, delegates raising queries about Horizon during conference, and it got to such a state that they couldn't move on with conference, and conference decided to set up a separate committee to look into Horizon issues and for members to report them to them, and they would then discuss them with Post Office.",Day117
970,Post Office,Post Office,Organisation,"And there were a whole host people raising queries, delegates raising queries about Horizon during conference, and it got to such a state that they couldn't move on with conference, and conference decided to set up a separate committee to look into Horizon issues and for members to report them to them, and they would then discuss them with Post Office.",Day117
977,the Post Office,Post Office,Organisation,I think you tell us that you've been informed that the Post Office would often only allow a representative of the NFSP or a friend to sit in on interviews where suspension or termination was contemplated.,Day117
979,the Post Office,Post Office,Organisation,"And you tell us in your statement that the NFSP nearly always agreed with the Post Office and said sometimes to the post postmaster, come on, own up, tell them what you did with the money?",Day117
983,Horizon,Horizon,Technical System,"To your knowledge, has the NFSP ever once helped a subpostmaster in any court case in which the operation of the Horizon system or the integrity of the data which it produces has been questioned?",Day117
985,NFSP,NFSP,Organisation,To what extent did the NFSP assist in the group litigation?,Day117
987,NFSP,NFSP,Organisation,To what extent has the NFSP assisted others following the group litigation in obtaining redress?,Day117
992,Post Office,Post Office,Organisation,"You'd set up the JFSA and you tell us that from the late 2000s onwards, say from about 2009 onwards, you have spent an estimated 30 to 40 hours a week campaigning in relation to Post Office and Horizon.",Day117
992,Horizon,Horizon,Technical System,"You'd set up the JFSA and you tell us that from the late 2000s onwards, say from about 2009 onwards, you have spent an estimated 30 to 40 hours a week campaigning in relation to Post Office and Horizon.",Day117
997,the Post Office,Post Office,Organisation,"And paragraph 87 at the top, you say the challenges were faced at every step of the way since the Post Office would obstruct me.",Day117
999,the Post Office,Post Office,Organisation,You say there that challenges were faced at every step of the way since the Post Office would obstruct me.,Day117
1006,Post Office,Post Office,Organisation,"Cases used to take months and months to progress, I'm thinking of the initial mediation scheme for example, and you just felt, though they were there, were still banging your head against a brick wall to try and get anything out of them, because they were determined to protect the brand at any cost, and they didn't want anything coming out or being disclosed that might cause damage to Post Office.",Day117
1030,Ed Davey,Ed Davey,Individual,Can we turn please to correspondence with Ed Davey MP in May 2010?,Day117
1034,Computer Weekly,Computer Weekly,Organisation,"Yes, the Computer Weekly article had been written by Rebecca Thompson on the 11th of May 2009, and I think you were indeed interviewed by her as part of, um, her work.",Day117
1034,Rebecca Thompson,Rebecca Thompson,Individual,"Yes, the Computer Weekly article had been written by Rebecca Thompson on the 11th of May 2009, and I think you were indeed interviewed by her as part of, um, her work.",Day117
1038,Ed Davey,Ed Davey,Individual,Can we look then at the letter that you wrote to Ed Davey MP on the 20th of May UKGI 3016119.,Day117
1039,Postal Affairs,Postal Affairs,Organisation,"So, as we can see from the way you've addressed the letter, at the top, Minister for Postal Affairs within the Department.",Day117
1040,Business Innovation,Business Innovation,Organisation,"Of Business Innovation and Skills, sometimes called BIS.",Day117
1040,Skills,Skills,Organisation,"Of Business Innovation and Skills, sometimes called BIS.",Day117
1040,BIS,BIS,Organisation,"Of Business Innovation and Skills, sometimes called BIS.",Day117
1041,Postal Affairs,Postal Affairs,Organisation,"So I think to put his position in context there, he was the then Minister for Postal Affairs, the new government having been formed 14 days earlier on the 6th of May 2010.",Day117
1045,the Post Office,Post Office,Organisation,We're an independent group of ex and serving subpostmasters who've suffered at the hands of the Post Office and their Horizon system ever since it was first installed.,Day117
1045,Horizon,Horizon,Technical System,We're an independent group of ex and serving subpostmasters who've suffered at the hands of the Post Office and their Horizon system ever since it was first installed.,Day117
1049,Post Office,Post Office,Organisation,"In every instance, the Post Office acts as judge, jury, and executioner, and the individual is deserted by their reputed, reputed representative organization, the National Federation of Subpostmasters.",Day117
1049,the National Federation of Subpostmasters,the National Federation of Subpostmasters,Organisation,"In every instance, the Post Office acts as judge, jury, and executioner, and the individual is deserted by their reputed, reputed representative organization, the National Federation of Subpostmasters.",Day117
1050,Horizon,Horizon,Technical System,"Invariably, these cases all stem from the flows— sorry, the flaws of the Horizon system that the Post Office introduced, and which they refuse to admit has ever suffered from a single problem.",Day117
1050,the Post Office,Post Office,Organisation,"Invariably, these cases all stem from the flows— sorry, the flaws of the Horizon system that the Post Office introduced, and which they refuse to admit has ever suffered from a single problem.",Day117
1054,Horizon,Horizon,Technical System,"I'm sure you'll appreciate that there is not a single computer system that does not, from time to time, suffer from errors, especially when the size and level of complexity of the programmes associated with the Horizon system.",Day117
1055,The Post Office,Post Office,Organisation,"The Post Office blindly state that there are not, nor have there ever been, any system errors.",Day117
1060,the Post Office,Post Office,Organisation,It's only the flat refusal of the Post Office to allow experts to examine the system which is holding back this major scandal from breaking.,Day117
1061,the Post Office,Post Office,Organisation,"With the continuing— sorry, the growing numbers in JFSA and the support we're now finding from the IT community and the media, it's just a matter of time until the real truth about the Post Office and Horizon is exposed.",Day117
1061,Horizon,Horizon,Technical System,"With the continuing— sorry, the growing numbers in JFSA and the support we're now finding from the IT community and the media, it's just a matter of time until the real truth about the Post Office and Horizon is exposed.",Day117
1063,the Select Committee,the Select Committee,Organisation,"Over the years, I've personally submitted written details of all of this to the Select Committee of the DTI and then on 2 other occasions to that of BUR, and put simply, the information has either been buried or disappeared.",Day117
1063,DTI,DTI,Organisation,"Over the years, I've personally submitted written details of all of this to the Select Committee of the DTI and then on 2 other occasions to that of BUR, and put simply, the information has either been buried or disappeared.",Day117
1063,BUR,BUR,Organisation,"Over the years, I've personally submitted written details of all of this to the Select Committee of the DTI and then on 2 other occasions to that of BUR, and put simply, the information has either been buried or disappeared.",Day117
1064,the Post Office,Post Office,Organisation,Others of JFSA have followed the route of contacting their MPs who've taken the matter up with the Post Office on their behalf.,Day117
1065,the Post Office,Post Office,Organisation,"Subsequently, they're stonewalled or handled by the Post Office, often with off-the-shelf answers where they only changed the name and address.",Day117
1070,Davey,Davey,Individual,"So your letter to Mr. Davey MP provides some detail, either in the body of the letter or through cross-referencing to your website, as to the issues that subpostmasters were facing, and informs Mr. Davey that the Post Office's conduct amounted to a scandal.",Day117
1070,the Post Office's,Post Office,Organisation,"So your letter to Mr. Davey MP provides some detail, either in the body of the letter or through cross-referencing to your website, as to the issues that subpostmasters were facing, and informs Mr. Davey that the Post Office's conduct amounted to a scandal.",Day117
1074,Alan Bates,Alan Bates,Individual,"Dear Alan Bates, thank you for your letter of the 20th of May requesting a meeting.",Day117
1075,the Royal Mail,the Royal Mail,Organisation,"Since 2001, when the Royal Mail, which includes Post Office Limited, was set up as a public limited company with the government as its only shareholder, government has adopted an arm's-length relationship with the company.",Day117
1075,Post Office Limited,Post Office Limited,Organisation,"Since 2001, when the Royal Mail, which includes Post Office Limited, was set up as a public limited company with the government as its only shareholder, government has adopted an arm's-length relationship with the company.",Day117
1077,Post Office,Post Office,Organisation,"The integrity of the Post Office system is an operational and contractual matter for the Post Office and not government, and whilst I do appreciate your concerns and those of Alliance members, I do not believe that a meeting would serve any useful purpose.",Day117
1077,Alliance,Alliance,Organisation,"The integrity of the Post Office system is an operational and contractual matter for the Post Office and not government, and whilst I do appreciate your concerns and those of Alliance members, I do not believe that a meeting would serve any useful purpose.",Day117
1078,the Post Office,Post Office,Organisation,You tell us in your witness statement that you took offence at the term arm's length to describe the role that the government played in relation to overseeing and monitoring the Post Office.,Day117
1082,Post Office,Post Office,Organisation,"In fact, government were pumping huge amounts of money into Post Office year after year.",Day117
1085,ITV,ITV,Organisation,"Not nowadays, they're a bit more interested these days, but I mean at that time to try and get government to take it on board seriously— Before a 4-part drama on ITV?",Day117
1086,Shoesmiths,Shoesmiths,Organisation,"Well, no, in fairness, yes, the drama is great, it did a lot for us, but I mean we've had enormous cross-party support from many MPs over the years, some of whom I think you'll see shortly, but I mean, the time this letter was written was in 2010, and I think at that time we were involved with a firm called Shoesmiths, a law firm called Shoesmiths, and there had been a number of meetings bringing people together, and in fact Shoesmiths had been working with the MPs, so we were growing a body, we were growing an interest, And a number of the other MPs were finding their own constituents who'd had problems, subpostmaster problems.",Day117
1089,Ed Davey,Ed Davey,Individual,"I mean, you show me this letter from Ed Davey and I don't know what your script is, but I'm more concerned about another letter that came in response from a letter I wrote to Ed Davey, and I'm not sure whether you're going to go to that.",Day117
1091,Davey,Davey,Individual,"You tell us in your witness statement— I'm not going to turn it up, it's paragraph 104— that this response from Mr. Davey was disappointing because he had not taken account of anything which you had said in your letter and indeed appeared to be a standard template form of response, is that correct?",Day117
1100,the Post Office,Post Office,Organisation,You can listen to your civil servants telling you that these are really an operational matter for the Post Office to deal with.,Day117
1101,Post Office,Post Office,Organisation,"You can even listen to the Post Office telling you Horizon is wonderful, that there's never ever been a problem, it is inherently robust, and these are just a few malcontents trying to cause trouble.",Day117
1101,Horizon,Horizon,Technical System,"You can even listen to the Post Office telling you Horizon is wonderful, that there's never ever been a problem, it is inherently robust, and these are just a few malcontents trying to cause trouble.",Day117
1102,Horizon,Horizon,Technical System,"Or you can meet and hear us— sorry, you can meet with us and hear the real truth behind Horizon and what the Post Office is actually up to.",Day117
1102,the Post Office,Post Office,Organisation,"Or you can meet and hear us— sorry, you can meet with us and hear the real truth behind Horizon and what the Post Office is actually up to.",Day117
1103,the Post Office,Post Office,Organisation,Your civil servants in the Post Office will not tell you about Post Office staff harassing sick ex-subpostmasters demanding written promises of money or they'll send the police around.,Day117
1104,Post Office,Post Office,Organisation,"They won't tell you that the Post Office watches post offices heading into trouble, fails to provide any help, and then waits until the problem shows a loss of £20,000 plus so that the subpostmaster then falls foul of the Proceeds of Crime Act.",Day117
1104,the Proceeds of Crime Act,the Proceeds of Crime Act,Organisation,"They won't tell you that the Post Office watches post offices heading into trouble, fails to provide any help, and then waits until the problem shows a loss of £20,000 plus so that the subpostmaster then falls foul of the Proceeds of Crime Act.",Day117
1105,Post Office,Post Office,Organisation,"They won't tell you that when someone wants to sell their post office and has a suitable buyer, Post Office will turn down the applicant to drive that business into the ground.",Day117
1107,the Post Office,Post Office,Organisation,"Neither will they tell you of the cases where the Post Office have run an audit, closed the post office, bankrupting the owner who loses his business, house, and family, holds a pending court case over him for 18 months, then drops the charges and walks away.",Day117
1108,Post Office,Post Office,Organisation,Nor will they tell you tell all about how they are stopping subpostmasters selling on the Post Office side of their business in order to recover the original investment.,Day117
1109,the Post Office,Post Office,Organisation,"They won't even tell you the Post Office— sorry, that the Horizon system is designed to entrap subpostmasters so that they can easily finish up in prison just by trying to open up the day after a trading period balance.",Day117
1109,Horizon,Horizon,Technical System,"They won't even tell you the Post Office— sorry, that the Horizon system is designed to entrap subpostmasters so that they can easily finish up in prison just by trying to open up the day after a trading period balance.",Day117
1112,Horizon,Horizon,Technical System,Yet their shoddy Horizon system is the root cause of all of this.,Day117
1113,Post Office,Post Office,Organisation,"Post Office themselves lose thousands of pounds from each of the Crown offices that they run using Horizon, though their staff are not treated as guilty until proven innocent, but a subpostmaster is.",Day117
1113,Crown,Crown,Organisation,"Post Office themselves lose thousands of pounds from each of the Crown offices that they run using Horizon, though their staff are not treated as guilty until proven innocent, but a subpostmaster is.",Day117
1113,Horizon,Horizon,Technical System,"Post Office themselves lose thousands of pounds from each of the Crown offices that they run using Horizon, though their staff are not treated as guilty until proven innocent, but a subpostmaster is.",Day117
1115,Davey,Davey,Individual,"It seems that following your letter, Mr. Davey agreed to a meeting.",Day117
1117,Davey,Davey,Individual,"Um, at paragraph 105 of your witness statement— there's no need to turn it up— you confirm that you attended a meeting with Mr. Davey on or about the 7th of October, and you tell us that you don't in fact have a note of the meeting and can't recall details of the meeting.",Day117
1121,Horizon,Horizon,Technical System,"It's dated, as you'll see, the 5th of October 2010, and the purpose of the document is a rescheduled meeting with you on the 7th of October to discuss the JFSA's claims that endemic flaws in the Horizon system have resulted in a number of subpostmasters having their contracts wrongly terminated and in many cases prosecuted for false accounting.",Day117
